ISO,Calendar year (nearest),Source,Problem 1: Data Not Credible,Problem 3: Data is of Questionable Analytical Comparability,Revenue including social contributions,Revenue excluding social contributions,Revenue excluding Grants (including social contributions),Revenue excluding grants and social contributions,Total Resource Revenue,Resource taxes,"Resource Component of Taxes on income, profits, and capital gains",Resource Component of Indirect,Resources Component of Non-Tax
AF,1985,IMF Country Report,False,True,0.0,0.0,0.305794334427,0.305794334427,0.102922995828543,0.0,0.0,0.0,0.102922995828543
AF,1986,IMF Country Report,False,True,0.0,0.0,0.354122298093735,0.354122298093735,0.0922503465622334,0.0,0.0,0.0,0.0922503465622334
AF,1987,IMF Country Report,False,True,0.0,0.0,0.409975308398621,0.409975308398621,0.106087099836037,0.0,0.0,0.0,0.106087099836037
AF,1988,IMF Country Report,False,True,0.0,0.0,0.387204370205119,0.387204370205119,0.0378303120315346,0.0,0.0,0.0,0.0378303120315346
AF,1989,IMF Country Report,False,True,0.0,0.0,0.0,0.287971425854918,0.0,0.0,0.0,0.0,0.0
AF,1990,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AF,1991,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AF,1992,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AF,1993,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AF,1994,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AF,1995,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AF,1996,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AF,1997,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AF,1998,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AF,1999,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AF,2000,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AF,2001,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AF,2002,IMF Country Report,False,False,0.0824274727702896,0.0824274727702896,0.0316058657727525,0.0316058657727525,0.0,0.0,0.0,0.0,0.0
AF,2003,GFS,False,False,0.118434151030726,0.118114029622245,0.0456995674155303,0.0453794460070495,0.0,0.0,0.0,0.0,0.0
AF,2004,GFS,False,False,0.171759126197065,0.170516039382891,0.0505912580117737,0.0493481711975993,0.0,0.0,0.0,0.0,0.0
AF,2005,GFS,False,False,0.177147311165055,0.176506601677391,0.0726815782375833,0.0720408687499197,0.0,0.0,0.0,0.0,0.0
AF,2006,GFS,False,False,0.194759074446223,0.19374476310501,0.0880329427659888,0.087018631424776,0.0,0.0,0.0,0.0,0.0
AF,2007,GFS,False,False,0.201051063595384,0.200136495506,0.0773663275892144,0.0764517594998302,0.0,0.0,0.0,0.0,0.0
AF,2008,GFS,False,False,0.179113701028261,0.177704237126117,0.0769367523738477,0.0755272884717031,0.0,0.0,0.0,0.0,0.0
AF,2009,IMF Country Report,False,False,0.205501055143867,0.205501055143867,0.103238267418003,0.103238267418003,0.0,0.0,0.0,0.0,0.0
AF,2010,IMF Country Report,False,False,0.219754625601962,0.219754625601962,0.11015132106233,0.11015132106233,0.0,0.0,0.0,0.0,0.0
AO,1980,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AO,1981,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AO,1982,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AO,1983,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AO,1984,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AO,1985,IMF Country Report,False,False,0.385590223893859,0.385590223893859,0.385590223893859,0.385590223893859,0.204829456514317,0.204829456514317,0.0,0.0,0.0
AO,1986,IMF Country Report,False,False,0.374407742731661,0.374407742731661,0.374407742731661,0.374407742731661,0.11042924996299,0.11042924996299,0.0,0.0,0.0
AO,1987,IMF Country Report,False,False,0.281571549659223,0.281571549659223,0.281571549659223,0.281571549659223,0.148934147649332,0.148934147649332,0.0,0.0,0.0
AO,1988,IMF Country Report,False,False,0.263181050681556,0.263181050681556,0.263181050681556,0.263181050681556,0.134524072084044,0.134524072084044,0.0,0.0,0.0
AO,1989,IMF Country Report,False,False,0.266787646000084,0.266787646000084,0.266787646000084,0.266787646000084,0.14041455052636,0.14041455052636,0.0,0.0,0.0
AO,1990,IMF Country Report,False,False,0.256038580877128,0.256038580877128,0.256038580877128,0.256038580877128,0.159291178179282,0.159291178179282,0.0,0.0,0.0
AO,1991,IMF Country Report,False,False,0.182866224386235,0.182866224386235,0.182866224386235,0.182866224386235,0.0993838176012144,0.0993838176012144,0.0,0.0,0.0
AO,1992,IMF Country Report,False,False,0.355967467372801,0.355967467372801,0.355967467372801,0.355967467372801,0.0,0.0,0.0,0.0,0.0
AO,1993,IMF Country Report,False,False,0.38978683097651,0.38978683097651,0.38978683097651,0.38978683097651,0.322966231380537,0.322966231380537,0.252433376251454,0.0,0.0
AO,1994,IMF Country Report,False,False,0.261,0.261,0.261,0.261,0.233,0.233,0.183,0.0,0.0
AO,1995,IMF Country Report,False,False,0.316615384615385,0.316615384615385,0.316615384615385,0.316615384615385,0.276230769230769,0.276230769230769,0.211153846153846,0.0,0.0
AO,1996,IMF Country Report,False,False,0.488649350649351,0.488649350649351,0.488649350649351,0.488649350649351,0.438246753246753,0.438246753246753,0.310367532467532,0.0,0.0
AO,1997,IMF Country Report,False,False,0.394993808049536,0.394993808049536,0.394993808049536,0.394993808049536,0.242069969040248,0.242069969040248,0.152934984520124,0.0,0.0
AO,1998,IMF Country Report,False,False,0.382003395585739,0.382003395585739,0.33955857385399,0.33955857385399,0.254668930390492,0.254668930390492,0.0,0.0,0.0
AO,1999,IMF Country Report,False,False,0.549728295210413,0.549728295210413,0.505497282952104,0.505497282952104,0.442310122583091,0.442310122583091,0.0,0.0,0.0
AO,2000,IMF Country Report,False,False,0.523640171928523,0.523640171928523,0.501821831431501,0.501821831431501,0.448366897213798,0.448366897213798,0.0,0.0,0.0
AO,2001,IMF Country Report,False,False,0.474859343212708,0.474859343212708,0.451014910380446,0.451014910380446,0.35918847755833,0.35918847755833,0.0,0.0,0.0
AO,2002,IMF Country Report,False,False,0.35072755748035,0.35072755748035,0.35072755748035,0.35072755748035,0.269111710771086,0.269111710771086,0.0,0.0,0.0
AO,2003,IMF Country Report,False,False,0.37304514989349,0.37304514989349,0.365487891855637,0.365487891855637,0.274328466774043,0.274328466774043,0.0,0.0,0.0
AO,2004,IMF Country Report,False,False,0.371581595588558,0.371581595588558,0.367010721442397,0.367010721442397,0.286014831572429,0.286014831572429,0.0,0.0,0.0
AO,2005,IMF Country Report,False,False,0.441234138957463,0.441234138957463,0.438633385145226,0.438633385145226,0.35032966586409,0.35032966586409,0.0,0.0,0.0
AO,2006,IMF Country Report,False,False,0.501676174267338,0.501676174267338,0.501676174267338,0.501676174267338,0.402138904959028,0.402138904959028,0.0,0.0,0.0
AO,2007,IMF Country Report,False,False,0.458225401521437,0.458225401521437,0.457729369882382,0.457729369882382,0.0,0.371376731500877,0.0,0.0,0.0
AO,2008,IMF Country Report,False,False,0.509328130175214,0.509328130175214,0.509011482285767,0.509011482285767,0.0,0.411958904170316,0.0,0.0,0.0
AO,2009,IMF Country Report,False,False,0.345652418940751,0.345652418940751,0.345318455250953,0.345318455250953,0.0,0.241956693258525,0.0,0.0,0.0
AO,2010,IMF Country Report,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AL,1980,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AL,1981,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AL,1982,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AL,1983,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AL,1984,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AL,1985,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AL,1986,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AL,1987,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AL,1988,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AL,1989,IMF Country Report,False,True,0.429943151961018,0.386948836764917,0.429943151961018,0.429943151961018,0.0,0.0,0.0,0.0,0.0
AL,1990,IMF Country Report,False,True,0.41932059447983,0.36624203821656,0.41932059447983,0.41932059447983,0.0,0.0,0.0,0.0,0.0
AL,1991,IMF Country Report,False,True,0.282885431400283,0.206723969100207,0.255684909150256,0.17952344685018,0.0,0.0,0.0,0.0,0.0
AL,1992,IMF Country Report,False,False,0.0,0.0,0.200452640402347,0.171953059513831,0.0,0.0,0.0,0.0,0.0
AL,1993,IMF Country Report,False,False,0.0,0.0,0.221926352063338,0.19908580867485,0.0,0.0,0.0,0.0,0.0
AL,1994,IMF Country Report,False,False,0.0,0.0,0.208264266546344,0.177942957562516,0.0,0.0,0.0,0.0,0.0
AL,1995,IMF Country Report,False,False,0.0,0.0,0.213287643492176,0.176578265030197,0.0,0.0,0.0,0.0,0.0
AL,1996,IMF Country Report,False,False,0.0,0.0,0.163050451285895,0.122755479900152,0.0,0.0,0.0,0.0,0.0
AL,1997,IMF Country Report,False,False,0.182621218799079,0.141828012390358,0.176016338388384,0.135223131979664,0.0,0.0,0.0,0.0,0.0
AL,1998,IMF Country Report,False,False,0.241677701624443,0.203290600156187,0.225469652653483,0.187082551185227,0.0,0.0,0.0,0.0,0.0
AL,1999,IMF Country Report,False,False,0.255176674235859,0.216894269551815,0.22697879571824,0.188696391034196,0.0,0.0,0.0,0.0,0.0
AL,2000,IMF Country Report,False,False,0.241091076641882,0.202751972591164,0.230550834252633,0.192211730201915,0.0,0.0,0.0,0.0,0.0
AL,2001,IMF Country Report,False,False,0.238529987023651,0.199950631589954,0.232238943104622,0.193659587670925,0.0,0.0,0.0,0.0,0.0
AL,2002,IMF Country Report,False,False,0.248261231935842,0.207091250997654,0.241646606531762,0.200476625593574,0.0,0.0,0.0,0.0,0.0
AL,2003,IMF Country Report,False,False,0.240816138355103,0.199592852882446,0.237045777397428,0.195822491924771,0.0,0.0,0.0,0.0,0.0
AL,2004,IMF Country Report,False,False,0.245875983137649,0.201522406547813,0.242412941121626,0.19805936453179,0.0,0.0,0.0,0.0,0.0
AL,2005,IMF Country Report,False,False,0.253437359244082,0.208395465373584,0.244968992276604,0.199927098406106,0.0,0.0,0.0,0.0,0.0
AL,2006,IMF Country Report,False,False,0.256515179509617,0.211967912365437,0.251074291919488,0.206527024775308,0.0,0.0,0.0,0.0,0.0
AL,2007,IMF Country Report,False,False,0.256595740283361,0.213192513976872,0.25525230708816,0.211849080781671,0.0,0.0,0.0,0.0,0.0
AL,2008,IMF Country Report,False,False,0.267053951507996,0.223355883127864,0.263198239592102,0.21950017121197,0.0,0.0,0.0,0.0,0.0
AL,2009,IMF Country Report,False,False,0.259769595662977,0.216503622873625,0.25594689927195,0.212680926482598,0.0,0.0,0.0,0.0,0.0
AL,2010,IMF Country Report,False,False,0.258321283459113,0.216614843451321,0.254603267489426,0.212896827481634,0.0,0.0,0.0,0.0,0.0
AE,1980,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AE,1981,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AE,1982,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AE,1983,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AE,1984,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AE,1985,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AE,1986,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AE,1987,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AE,1988,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AE,1989,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AE,1990,GFS,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AE,1991,GFS,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AE,1992,GFS,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AE,1993,GFS,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AE,1994,GFS,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AE,1995,GFS,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AE,1996,GFS,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AE,1997,IMF Country Report,False,False,0.251998312694826,0.251998312694826,0.247697829381989,0.247697829381989,0.147067234821403,0.0,0.0,0.0,0.147067234821403
AE,1998,IMF Country Report,False,False,0.227889099536616,0.227889099536616,0.223403663291768,0.223403663291768,0.0946059753876063,0.0,0.0,0.0,0.0946059753876063
AE,1999,IMF Country Report,False,False,0.210961451887974,0.210961451887974,0.206334758363701,0.206334758363701,0.0921855540695516,0.0,0.0,0.0,0.0921855540695516
AE,2000,IMF Country Report,False,False,0.235070724861027,0.235070724861027,0.231875853429048,0.231875853429048,0.157196061318468,0.0,0.0,0.0,0.157196061318468
AE,2001,IMF Country Report,False,False,0.206740957059872,0.206740957059872,0.204208090413587,0.204208090413587,0.136126427208417,0.0,0.0,0.0,0.136126427208417
AE,2002,IMF Country Report,False,False,0.16386312918423,0.16386312918423,0.161482767170841,0.161482767170841,0.101477808083313,0.0,0.0,0.0,0.101477808083313
AE,2003,IMF Country Report,False,False,0.221752631048784,0.221752631048784,0.218984719551879,0.218984719551879,0.164590003109521,0.0,0.0,0.0,0.164590003109521
AE,2004,IMF Country Report,False,False,0.237508864676681,0.237508864676681,0.236409184265544,0.236409184265544,0.182261436584175,0.0,0.0,0.0,0.182261436584175
AE,2005,IMF Country Report,False,False,0.309510097751298,0.309510097751298,0.307979907012646,0.307979907012646,0.231698014219467,0.0,0.0,0.0,0.231698014219467
AE,2006,IMF Country Report,False,False,0.347091520735971,0.347091520735971,0.346635461771961,0.346635461771961,0.265368696701173,0.0,0.0,0.0,0.265368696701173
AE,2007,IMF Country Report,False,False,0.33773637844178,0.33773637844178,0.335360991333845,0.335360991333845,0.244632173626874,0.0,0.0,0.0,0.244632173626874
AE,2008,IMF Country Report,False,False,0.390408097783643,0.390408097783643,0.387330088984638,0.387330088984638,0.311767956708961,0.0,0.0,0.0,0.311767956708961
AE,2009,IMF Country Report,False,False,0.257113934760602,0.257113934760602,0.25380311340092,0.25380311340092,0.175390937797453,0.0,0.0,0.0,0.175390937797453
AE,2010,IMF Country Report,False,False,0.286512660161703,0.286512660161703,0.284122241596027,0.284122241596027,0.214054526792265,0.0,0.0,0.0,0.214054526792265
AR,1980,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AR,1981,IMF Country Report,False,False,0.0,0.0,0.185978057265186,0.0,0.0,0.0,0.0,0.0,0.0
AR,1982,IMF Country Report,False,False,0.0,0.0,0.155592165476844,0.0,0.0,0.0,0.0,0.0,0.0
AR,1983,IMF Country Report,False,False,0.0,0.0,0.146301369863014,0.0,0.0,0.0,0.0,0.0,0.0
AR,1984,IMF Country Report,False,False,0.0,0.0,0.11979,0.0,0.0,0.0,0.0,0.0,0.0
AR,1985,IMF Country Report,False,False,0.0,0.0,0.178152,0.1496454,0.0,0.0,0.0,0.0,0.0
AR,1986,IMF Country Report,False,False,0.0,0.0,0.165348,0.1356244,0.0,0.0,0.0,0.0,0.0
AR,1987,IMF Country Report,False,False,0.0,0.0,0.157959565217391,0.127143043478261,0.0,0.0,0.0,0.0,0.0
AR,1988,IMF Country Report,False,False,0.0,0.0,0.140586756756757,0.108582861261261,0.0,0.0,0.0,0.0,0.0
AR,1989,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AR,1990,OECD Tax Statistics,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR,1991,OECD Tax Statistics,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR,1992,OECD Tax Statistics,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR,1993,OECD Tax Statistics,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR,1994,OECD Tax Statistics,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR,1995,OECD Tax Statistics,False,False,0.0,0.0,0.231700037983613,0.184216646124509,0.0,0.0,0.0,0.0,0.0
AR,1996,OECD Tax Statistics,False,False,0.0,0.0,0.220805374060164,0.181269063140797,0.0,0.0,0.0,0.0,0.0
AR,1997,OECD Tax Statistics,False,False,0.0,0.0,0.230758460540245,0.192842604924359,0.0,0.0,0.0,0.0,0.0
AR,1998,OECD Tax Statistics,False,False,0.0,0.0,0.238205795569353,0.201349199446002,0.0,0.0,0.0,0.0,0.0
AR,1999,OECD Tax Statistics,False,False,0.0,0.0,0.24330623975175,0.207842798455489,0.0,0.0,0.0,0.0,0.0
AR,2000,OECD Tax Statistics,False,False,0.0,0.0,0.247269056813466,0.213260109589427,0.0,0.0,0.0,0.0,0.0
AR,2001,OECD Tax Statistics,False,False,0.0,0.0,0.236505079653126,0.204216930193815,0.0,0.0,0.0,0.0,0.0
AR,2002,OECD Tax Statistics,False,False,0.0,0.0,0.230453203235332,0.202077930414687,0.0,0.0,0.0,0.0,0.0
AR,2003,OECD Tax Statistics,False,False,0.0,0.0,0.258786631487304,0.230489697789398,0.0,0.0,0.0,0.0,0.0
AR,2004,OECD Tax Statistics,False,False,0.0,0.0,0.288641907406538,0.258238278254376,0.0,0.0,0.0,0.0,0.0
AR,2005,OECD Tax Statistics,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR,2006,OECD Tax Statistics,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR,2007,OECD Tax Statistics,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR,2008,OECD Tax Statistics,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR,2009,OECD Tax Statistics,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR,2010,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AM,1980,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AM,1981,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AM,1982,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AM,1983,NULL,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
