iso2c,year,source,not_credible,not_comparable,rev_inc_soc_contr,rev_ex_soc_contr,rev_ex_grants_inc_soc_contr,rev_ex_grants_ex_soc_contr,tot_resource_rev,resource_taxes,resource_comp_tax_income,resource_comp_indirect,resourc_comp_non_tax
AT,1981,OECD Tax Statistics,False,False,NULL,NULL,0.498363230855575,0.3718446975555,NULL,0.0,0.0,0.0,NULL
AT,1982,OECD Tax Statistics,False,False,NULL,NULL,0.488832573197937,0.363779533740763,NULL,0.0,0.0,0.0,NULL
AT,1983,OECD Tax Statistics,False,False,NULL,NULL,0.484316195252788,0.359976770718624,NULL,0.0,0.0,0.0,NULL
AT,1984,OECD Tax Statistics,False,False,NULL,NULL,0.501431242041855,0.372383280261723,NULL,0.0,0.0,0.0,NULL
AT,1985,OECD Tax Statistics,False,False,NULL,NULL,0.510329004729996,0.378124314150571,NULL,0.0,0.0,0.0,NULL
AT,1986,OECD Tax Statistics,False,False,NULL,NULL,0.508454241128768,0.376072016406506,NULL,0.0,0.0,0.0,NULL
AT,1987,OECD Tax Statistics,False,False,NULL,NULL,0.504511964026114,0.371588273090919,NULL,0.0,0.0,0.0,NULL
AT,1988,OECD Tax Statistics,False,False,NULL,NULL,0.496708865595116,0.365090399048759,NULL,0.0,0.0,0.0,NULL
AT,1989,OECD Tax Statistics,False,False,NULL,NULL,0.485422605805923,0.354425176054117,NULL,0.0,0.0,0.0,NULL
AT,1990,OECD Tax Statistics,False,False,NULL,NULL,0.489746747740671,0.359343474925301,NULL,0.0,0.0,0.0,NULL
AT,1991,OECD Tax Statistics,False,False,NULL,NULL,0.49648786162661,0.365248134895915,NULL,0.0,0.0,0.0,NULL
AT,1992,OECD Tax Statistics,False,False,NULL,NULL,0.513823936591724,0.376239579201982,NULL,0.0,0.0,0.0,NULL
AT,1993,OECD Tax Statistics,False,False,NULL,NULL,0.520157218836391,0.376935661912541,NULL,0.0,0.0,0.0,NULL
AT,1994,OECD Tax Statistics,False,False,NULL,NULL,0.512379679001257,0.364500623854859,NULL,0.0,0.0,0.0,NULL
AT,1995,OECD Tax Statistics,False,False,NULL,NULL,0.504294519377095,0.355638982001671,NULL,0.0,0.0,0.0,NULL
AT,1996,OECD Tax Statistics,False,False,NULL,NULL,0.51721949778467,0.368212309038547,NULL,0.0,0.0,0.0,NULL
AT,1997,OECD Tax Statistics,False,False,NULL,NULL,0.515285097248821,0.364844284753229,NULL,0.0,0.0,0.0,NULL
AT,1998,OECD Tax Statistics,False,False,NULL,NULL,0.512265032020051,0.362806340230628,NULL,0.0,0.0,0.0,NULL
AT,1999,OECD Tax Statistics,False,False,NULL,NULL,0.509983624903395,0.360710678188953,NULL,0.0,0.0,0.0,NULL
AT,2000,OECD Tax Statistics,False,False,NULL,NULL,0.500986109538839,0.354141443057647,NULL,0.0,0.0,0.0,NULL
AT,2001,OECD Tax Statistics,False,False,NULL,NULL,0.511029898553228,0.363871444577756,NULL,0.0,0.0,0.0,NULL
AT,2002,OECD Tax Statistics,False,False,NULL,NULL,0.497642910456221,0.352562199982769,NULL,0.0,0.0,0.0,NULL
AT,2003,OECD Tax Statistics,False,False,NULL,NULL,0.496658982826361,0.350890493608775,NULL,0.0,0.0,0.0,NULL
AT,2004,OECD Tax Statistics,False,False,NULL,NULL,0.491908738091586,0.346660987695349,NULL,0.0,0.0,0.0,NULL
AT,2005,OECD Tax Statistics,False,False,NULL,NULL,0.481828494595157,0.337343909917918,NULL,0.0,0.0,0.0,NULL
AT,2006,OECD Tax Statistics,False,False,NULL,NULL,0.474664664234563,0.33200388094273,NULL,0.0,0.0,0.0,NULL
AT,2007,OECD Tax Statistics,False,False,NULL,NULL,0.476083111086782,0.335280260929859,NULL,0.0,0.0,0.0,NULL
AT,2008,OECD Tax Statistics,False,False,NULL,NULL,0.483317016686355,0.340733977492166,NULL,0.0,0.0,0.0,NULL
AT,2009,OECD Tax Statistics,False,False,NULL,NULL,0.48738395665495,0.338959082738394,NULL,0.0,0.0,0.0,NULL
AT,2010,OECD Tax Statistics,False,False,NULL,NULL,0.481363807796727,0.336358884614444,NULL,0.0,0.0,0.0,NULL
AZ,1991,IMF Country Report,True,True,NULL,NULL,0.205838323353293,0.130988023952096,NULL,0.0,NULL,NULL,NULL
AZ,1992,IMF Country Report,True,True,NULL,NULL,0.256,0.198,NULL,0.0,NULL,NULL,NULL
AZ,1993,IMF Country Report,False,True,NULL,NULL,0.413749204328453,NULL,NULL,NULL,NULL,NULL,0.0
AZ,1994,IMF Country Report,False,True,NULL,NULL,0.338955909042383,NULL,NULL,NULL,NULL,NULL,0.0
AZ,1995,IMF Country Report,False,True,NULL,NULL,0.17572633552015,NULL,NULL,NULL,NULL,NULL,0.0
AZ,1996,IMF Country Report,False,True,NULL,NULL,0.175695461200586,NULL,NULL,NULL,NULL,NULL,0.00307467057101025
BS,1992,IMF Country Report,False,False,NULL,NULL,0.19982866933181,0.18275271273558,NULL,0.0,NULL,NULL,NULL
BS,1993,IMF Country Report,False,False,NULL,NULL,0.211349782293179,0.191959361393324,NULL,0.0,NULL,NULL,NULL
BS,1994,IMF Country Report,False,False,NULL,NULL,0.228215297450425,0.209376770538244,NULL,0.0,NULL,NULL,NULL
BS,1995,IMF Country Report,False,False,NULL,NULL,0.220596934659855,0.201936004302232,NULL,0.0,NULL,NULL,NULL
BS,1996,IMF Country Report,False,False,NULL,NULL,0.217344589409056,0.198618572524942,NULL,0.0,NULL,NULL,NULL
BS,1997,IMF Country Report,False,False,NULL,NULL,0.216462427745665,0.197618497109827,NULL,0.0,NULL,NULL,NULL
BS,1998,IMF Country Report,False,False,NULL,NULL,0.193779069767442,0.17734496124031,NULL,0.0,NULL,NULL,NULL
BS,1999,IMF Country Report,False,False,NULL,NULL,0.200386711197047,0.182158551590789,NULL,0.0,NULL,NULL,NULL
BS,2000,IMF Country Report,False,False,NULL,NULL,0.201197798640337,0.182745224991907,NULL,0.0,NULL,NULL,NULL
BS,2001,IMF Country Report,False,False,NULL,NULL,0.189853719265484,0.171335200746965,NULL,0.0,NULL,NULL,NULL
BS,2002,IMF Country Report,False,False,NULL,NULL,0.174158136774959,0.156059931760866,NULL,0.0,NULL,NULL,NULL
BS,2003,IMF Country Report,False,False,NULL,NULL,0.164989939637827,0.147456165564817,NULL,0.0,NULL,NULL,NULL
BS,2004,IMF Country Report,False,False,NULL,NULL,0.172904511171197,0.154973672975665,NULL,0.0,NULL,NULL,NULL
BH,2005,GFS,False,False,0.338075479154317,0.330250938549694,NULL,NULL,NULL,0.0,0.0,0.0,NULL
BB,2001,IMF Country Report,False,False,NULL,NULL,0.355631399317406,0.302854948805461,NULL,NULL,NULL,NULL,NULL
BB,2002,IMF Country Report,False,False,NULL,NULL,0.360127538177547,0.308310119147508,NULL,NULL,NULL,NULL,NULL
BB,2003,GFS,False,False,0.368418582065393,0.299028811913241,0.368418582065393,0.299028811913241,NULL,0.0,0.0,0.0,NULL
BB,2004,GFS,False,False,0.371159921769219,0.298360162479314,0.371159921769219,0.298360162479314,NULL,0.0,0.0,0.0,NULL
BB,2005,IMF Country Report,False,False,NULL,NULL,0.338971938106478,0.284117492787831,NULL,NULL,NULL,NULL,NULL
BB,2006,IMF Country Report,False,False,NULL,NULL,0.334465394074248,0.280254128118047,NULL,NULL,NULL,NULL,NULL
BB,2007,IMF Country Report,False,False,NULL,NULL,0.35501629030446,0.298015953263678,NULL,NULL,NULL,NULL,NULL
BB,2008,IMF Country Report,False,False,NULL,NULL,0.370051635111876,0.310051635111876,NULL,NULL,NULL,NULL,NULL
BB,2009,IMF Country Report,False,False,NULL,NULL,0.326989222655354,0.266989222655354,NULL,NULL,NULL,NULL,NULL
BY,1991,IMF Country Report,False,True,NULL,NULL,0.422222222222222,0.344444444444444,NULL,0.0,NULL,NULL,NULL
BY,1992,IMF Country Report,False,True,NULL,NULL,0.451612903225806,0.354838709677419,NULL,0.0,0.0,0.0,NULL
BY,1993,IMF Country Report,False,True,NULL,NULL,0.543147208121827,0.43248730964467,NULL,0.0,0.0,0.0,NULL
BY,1994,IMF Country Report,False,True,NULL,NULL,0.475636486258641,0.379643680098915,NULL,0.0,0.0,0.0,NULL
BY,1995,IMF Country Report,False,False,NULL,NULL,0.42735763231035,0.318663250231611,NULL,0.0,0.0,0.0,NULL
BY,1996,IMF Country Report,False,False,NULL,NULL,0.393090039043156,0.287402457268856,NULL,0.0,0.0,0.0,NULL
BY,1997,IMF Country Report,False,False,NULL,NULL,0.44162963770684,0.334781779025707,NULL,0.0,0.0,0.0,NULL
BY,1998,IMF Country Report,False,False,NULL,NULL,0.44436532362236,0.335723573368501,NULL,0.0,0.0,0.0,NULL
BY,1999,IMF Country Report,False,False,NULL,NULL,0.452716126900198,0.345060145406477,NULL,0.0,0.0,0.0,NULL
BY,2000,IMF Country Report,False,False,NULL,NULL,0.457112373820316,0.346539775339946,NULL,0.0,0.0,0.0,NULL
BY,2001,IMF Country Report,False,False,NULL,NULL,0.449159213192649,0.333633510353341,NULL,0.0,0.0,0.0,NULL
BY,2002,IMF Country Report,False,False,NULL,NULL,0.428259029852745,0.311379699521392,NULL,0.0,0.0,0.0,NULL
BY,2003,IMF Country Report,False,False,NULL,NULL,0.45848969500722,0.349701242725244,NULL,0.0,0.0,0.0,NULL
BY,2004,IMF Country Report,False,False,NULL,NULL,0.46530148372911,0.354183521049553,NULL,0.0,0.0,0.0,NULL
BY,2005,IMF Country Report,False,False,NULL,NULL,0.473741722006974,0.359936127474561,NULL,0.0,0.0,0.0,NULL
BY,2006,IMF Country Report,False,False,NULL,NULL,0.484337744584758,0.36595304477273,NULL,0.0,0.0,0.0,NULL
BY,2007,IMF Country Report,False,False,NULL,NULL,0.509441127645363,0.392115292187643,NULL,0.0,0.0,0.0,NULL
BY,2008,IMF Country Report,False,False,NULL,NULL,0.505428736089153,0.392169552849663,NULL,0.0,0.0,0.0,NULL
BY,2009,IMF Country Report,False,False,NULL,NULL,0.456191766429816,0.339051615879257,NULL,0.0,0.0,0.0,NULL
BY,2010,IMF Country Report,False,False,NULL,NULL,0.416473882831609,0.296699642075657,NULL,0.0,0.0,0.0,NULL
BE,1970,OECD Tax Statistics,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BE,1971,OECD Tax Statistics,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BE,1972,OECD Tax Statistics,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BE,1973,OECD Tax Statistics,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BE,1974,OECD Tax Statistics,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BE,1975,OECD Tax Statistics,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BE,1976,OECD Tax Statistics,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BE,1977,OECD Tax Statistics,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BE,1978,OECD Tax Statistics,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BE,1979,OECD Tax Statistics,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BE,1980,OECD Tax Statistics,False,False,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,NULL
BE,1981,OECD Tax Statistics,False,False,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,NULL
BE,1982,OECD Tax Statistics,False,False,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,NULL
BE,1983,OECD Tax Statistics,False,False,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,NULL
BE,1984,OECD Tax Statistics,False,False,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,NULL
BE,1985,OECD Tax Statistics,False,False,NULL,NULL,0.483605955667619,0.343641383272425,NULL,0.0,0.0,0.0,NULL
BE,1986,OECD Tax Statistics,False,False,NULL,NULL,0.476575848797775,0.333528178942956,NULL,0.0,0.0,0.0,NULL
