,,,,,,
Country Rank,Country / Territory,CPI 2014 Score,Surveys Used,Standard Error,90% Confidence interval,
26.0,Estonia,69.0,9.0,2.8882678575980893,64.23435803496315,73.76564196503685
26.0,France,69.0,7.0,2.165443045222106,65.42701897538353,72.57298102461647
26.0,Qatar,69.0,6.0,7.212852978798602,57.098792584982306,80.9012074150177
29.0,Saint Vincent and the Grenadines,67.0,3.0,4.638041488423999,59.3472315441004,74.6527684558996
30.0,Bhutan,65.0,4.0,1.8097549495105651,62.013904333307565,67.98609566669244
31.0,Botswana,63.0,6.0,1.9329044192774625,59.81070770819219,66.18929229180782
31.0,Cyprus,63.0,5.0,3.917532499352033,56.536071376069145,69.46392862393085
31.0,Portugal,63.0,7.0,3.363547536049328,57.45014656551861,68.54985343448139
31.0,Puerto Rico,63.0,3.0,4.371166726603942,55.7875749011035,70.2124250988965
35.0,Poland,61.0,9.0,2.701960574037495,56.54176505283813,65.45823494716187
35.0,Taiwan,61.0,7.0,4.167592167329904,54.12347292390566,67.87652707609433
37.0,Israel,60.0,6.0,2.3416248185910247,56.13631904932481,63.86368095067519
37.0,Spain,60.0,7.0,3.7464797397788274,53.81830842936493,66.18169157063507
39.0,Dominica,58.0,3.0,2.338311643520521,54.14178578819114,61.85821421180886
39.0,Lithuania,58.0,8.0,3.8484379864550156,51.650077322349226,64.34992267765078
39.0,Slovenia,58.0,9.0,3.0308647905167585,52.99907309564735,63.00092690435265
42.0,Cape Verde,57.0,4.0,5.942168739065824,47.19542158054139,66.80457841945861
43.0,Korea (South),55.0,9.0,2.6431832238731565,50.63874768060929,59.36125231939071
43.0,Latvia,55.0,8.0,3.3512981687814363,49.470358021510634,60.529641978489366
43.0,Malta,55.0,5.0,2.632006981905819,50.6571884798554,59.3428115201446
43.0,Seychelles,55.0,3.0,8.622370573322168,40.77308855401842,69.22691144598157
47.0,Costa Rica,54.0,5.0,4.065365777264343,47.29214646751384,60.70785353248616
47.0,Hungary,54.0,9.0,3.450525713209661,48.30663257320406,59.69336742679594
47.0,Mauritius,54.0,4.0,2.393545872466329,50.05064931043056,57.94935068956944
50.0,Georgia,52.0,6.0,6.473386546288767,41.318912198623536,62.681087801376464
50.0,Malaysia,52.0,8.0,2.8816059930278763,47.245350111504,56.754649888496
50.0,Samoa,52.0,3.0,4.879059084004781,43.94955251139211,60.05044748860789
53.0,Czech Republic,51.0,9.0,2.939060347447231,46.15055042671207,55.84944957328793
54.0,Slovakia,50.0,8.0,4.071018275257004,43.28281984582594,56.71718015417406
55.0,Bahrain,49.0,5.0,6.1115227448208085,38.91598747104567,59.08401252895433
55.0,Jordan,49.0,7.0,2.874800099978814,44.256579835034955,53.743420164965045
55.0,Lesotho,49.0,5.0,3.554199964970068,43.135570057799384,54.864429942200616
55.0,Namibia,49.0,5.0,3.999755037061593,42.40040418884837,55.59959581115163
55.0,Rwanda,49.0,4.0,3.2266777605507526,43.67598169509126,54.32401830490874
55.0,Saudi Arabia,49.0,5.0,6.685463360893522,37.96898545452569,60.03101454547431
61.0,Croatia,48.0,9.0,3.252907489214205,42.63270264279656,53.36729735720344
61.0,Ghana,48.0,8.0,3.0107509388805895,43.032260950847025,52.967739049152975
63.0,Cuba,46.0,4.0,4.455394464601881,38.6485991334069,53.3514008665931
64.0,Oman,45.0,5.0,6.547101237103046,34.19728295877997,55.80271704122003
64.0,The FYR of Macedonia,45.0,6.0,5.923487205288104,35.226246111274634,54.773753888725366
64.0,Turkey,45.0,8.0,2.6895957858956967,40.5621669532721,49.4378330467279
67.0,Kuwait,44.0,5.0,5.241618513032608,35.3513294534962,52.6486705465038
67.0,South Africa,44.0,7.0,2.4103061130465133,40.022994913473255,47.977005086526745
69.0,Brazil,43.0,7.0,4.0100173346841235,36.383471397771196,49.616528602228804
69.0,Bulgaria,43.0,9.0,2.815901404100641,38.35376268323394,47.64623731676606
69.0,Greece,43.0,7.0,5.556017152711832,33.832571698025475,52.167428301974525
69.0,Italy,43.0,7.0,2.2644140259721435,39.263716857145965,46.736283142854035
69.0,Romania,43.0,9.0,3.596815406728346,37.06525457889823,48.93474542110177
69.0,Senegal,43.0,8.0,2.2809008387009353,39.236513616143455,46.763486383856545
69.0,Swaziland,43.0,3.0,2.9809736200440566,38.08139352692731,47.91860647307269
76.0,Montenegro,42.0,4.0,4.2466331039837675,34.99305537842678,49.00694462157322
76.0,Sao Tome and Principe,42.0,3.0,5.047892309914731,33.67097768864069,50.32902231135931
78.0,Serbia,41.0,7.0,2.915566923597115,36.18931457606476,45.81068542393524
79.0,Tunisia,40.0,6.0,1.717877012553062,37.16550292928745,42.83449707071255
80.0,Benin,39.0,4.0,4.375198601425428,31.780922307648044,46.21907769235196
80.0,Bosnia and Herzegovina,39.0,6.0,1.1460178884176817,37.10907048411082,40.89092951588918
80.0,El Salvador,39.0,6.0,1.9772175042184807,35.737591118039504,42.262408881960496
80.0,Mongolia,39.0,7.0,2.1335625091677164,35.47962185987327,42.52037814012673
80.0,Morocco,39.0,6.0,3.571873968148178,33.10640795255551,44.89359204744449
85.0,Burkina Faso,38.0,7.0,2.670126293972877,33.59429161494475,42.40570838505525
85.0,India,38.0,9.0,2.2699066571571906,34.25465401569063,41.74534598430937
85.0,Jamaica,38.0,6.0,1.7968356728881774,35.03522113973451,40.96477886026549
85.0,Peru,38.0,7.0,2.6294297176060306,33.66144096595005,42.33855903404995
85.0,Philippines,38.0,8.0,1.8366835582301153,34.96947212892031,41.03052787107969
85.0,Sri Lanka,38.0,7.0,2.1764438259005154,34.40886768726415,41.59113231273585
85.0,Thailand,38.0,8.0,1.6036172055341802,35.3540316108686,40.6459683891314
85.0,Trinidad and Tobago,38.0,4.0,4.824855729386503,30.038988046512273,45.96101195348773
85.0,Zambia,38.0,8.0,2.272764664351015,34.24993830382083,41.75006169617917
94.0,Armenia,37.0,6.0,3.6867657148621458,30.91683657047746,43.08316342952254
94.0,Colombia,37.0,7.0,1.6845731709576066,34.22045426791995,39.77954573208005
94.0,Egypt,37.0,6.0,2.911586806034123,32.1958817700437,41.8041182299563
94.0,Gabon,37.0,4.0,4.187904433002036,30.089957685546644,43.91004231445336
94.0,Liberia,37.0,6.0,3.0860588212975246,31.908002944859085,42.091997055140915
94.0,Panama,37.0,6.0,3.4899332963598804,31.2416100610062,42.7583899389938
100.0,Algeria,36.0,5.0,2.062870557753251,32.596263579707134,39.403736420292866
100.0,China,36.0,8.0,2.173627874228333,32.41351400752325,39.58648599247675
100.0,Suriname,36.0,3.0,3.2485560761111514,30.639882474416602,41.3601175255834
103.0,Bolivia,35.0,7.0,2.9786076656185148,30.08529735172945,39.91470264827055
103.0,Mexico,35.0,8.0,1.6593051434567847,32.26214651329631,37.73785348670369
103.0,Moldova,35.0,8.0,2.69519154724292,30.552933947049183,39.44706605295082
103.0,Niger,35.0,5.0,3.9946594874837635,28.40881184565179,41.59118815434821
107.0,Argentina,34.0,7.0,2.416445043859675,30.012865677631538,37.98713432236846
107.0,Djibouti,34.0,3.0,9.097906026200253,18.988455056769585,49.01154494323042
107.0,Indonesia,34.0,8.0,3.5704228726105045,28.108802260192668,39.89119773980733
110.0,Albania,33.0,7.0,1.513038360597259,30.503486705014524,35.496513294985476
110.0,Ecuador,33.0,5.0,3.5572942850775626,27.130464429622023,38.86953557037798
110.0,Ethiopia,33.0,8.0,2.544855873866069,28.800987808120986,37.199012191879014
110.0,Kosovo,33.0,3.0,2.3326751622399753,29.15108598230404,36.84891401769596
110.0,Malawi,33.0,8.0,3.0275601913937953,28.00452568420024,37.99547431579976
115.0,Côte d´Ivoire,32.0,8.0,4.2007506442247,25.068761437029245,38.931238562970755
115.0,Dominican Republic,32.0,6.0,3.304531821959361,26.547522493767055,37.452477506232945
115.0,Guatemala,32.0,6.0,2.9561693452033313,27.122320580414502,36.8776794195855
115.0,Mali,32.0,6.0,3.366819076250263,26.444748524187066,37.55525147581293
119.0,Belarus,31.0,5.0,4.044630838312568,24.32635911678426,37.67364088321574
119.0,Mozambique,31.0,7.0,1.8888609021679872,27.88337951142282,34.116620488577176
119.0,Sierra Leone,31.0,8.0,2.298887362173026,27.206835852414507,34.79316414758549
119.0,Tanzania,31.0,8.0,3.1981816880348037,25.723000214742573,36.27699978525742
119.0,Vietnam,31.0,8.0,2.545506148009045,26.799914855785076,35.200085144214924
124.0,Guyana,30.0,4.0,3.0284402732767766,25.00307354909332,34.996926450906685
124.0,Mauritania,30.0,5.0,4.228858065856072,23.02238419133748,36.97761580866252
126.0,Azerbaijan,29.0,6.0,3.0192687069045085,24.018206633607562,33.98179336639244
126.0,Gambia,29.0,5.0,7.553182484294925,16.537248900913376,41.462751099086624
126.0,Honduras,29.0,6.0,3.4894421343188378,23.24242047837392,34.757579521626084
126.0,Kazakhstan,29.0,8.0,4.40407716187704,21.733272682902886,36.266727317097114
126.0,Nepal,29.0,5.0,2.201036415304321,25.36828991474787,32.63171008525213
126.0,Pakistan,29.0,7.0,3.2408608686702847,23.65257956669403,34.34742043330597
126.0,Togo,29.0,5.0,3.6867544651149275,22.91685513256037,35.08314486743963
133.0,Madagascar,28.0,8.0,3.382167571493538,22.419423507035663,33.58057649296434
133.0,Nicaragua,28.0,7.0,2.0303833860199534,24.649867413067078,31.350132586932922
133.0,Timor-Leste,28.0,3.0,5.17761021988825,19.45694313718439,36.54305686281561
136.0,Cameroon,27.0,8.0,2.866639107514568,22.270045472600962,31.729954527399038
136.0,Iran,27.0,6.0,4.719575257320381,19.212700825421372,34.78729917457863
136.0,Kyrgyzstan,27.0,6.0,2.349637036344302,23.1230988900319,30.8769011099681
136.0,Lebanon,27.0,6.0,3.371243980011697,21.4374474329807,32.562552567019296
136.0,Nigeria,27.0,8.0,2.824302798983778,22.339900381676767,31.660099618323233
136.0,Russia,27.0,8.0,2.6066039683223634,22.6991034522681,31.3008965477319
142.0,Comoros,26.0,3.0,8.745625885558786,11.569717288828004,40.430282711172
142.0,Uganda,26.0,8.0,3.0295988245364915,21.001161939514787,30.998838060485213
142.0,Ukraine,26.0,8.0,1.6385108448952883,23.296457105922773,28.703542894077227
145.0,Bangladesh,25.0,7.0,4.234565311685591,18.012967235718776,31.987032764281224
145.0,Guinea,25.0,7.0,3.212014531772699,19.700176022575047,30.299823977424953
145.0,Kenya,25.0,8.0,2.983075881211665,20.07792479600075,29.92207520399925
145.0,Laos,25.0,4.0,3.8038199545273854,18.723697075029815,31.276302924970185
145.0,Papua New Guinea,25.0,5.0,4.161958294655856,18.132768813817837,31.867231186182163
150.0,Central African Republic,24.0,4.0,1.334201203068785,21.798568014936507,26.201431985063493
150.0,Paraguay,24.0,5.0,2.9529371293426823,19.127653736584573,28.872346263415427
152.0,Congo Republic,23.0,6.0,4.202894839566286,16.065223514715626,29.934776485284374
152.0,Tajikistan,23.0,5.0,5.324568027044892,14.214462755375928,31.785537244624074
154.0,Chad,22.0,5.0,2.948772148339169,17.13452595524037,26.86547404475963
154.0,Democratic Republic of the Congo,22.0,5.0,4.19385044109122,15.080146772199488,28.919853227800512
156.0,Cambodia,21.0,7.0,2.247578660668003,17.291495209897796,24.708504790102204
156.0,Myanmar,21.0,7.0,2.8731652926305338,16.259277267159618,25.740722732840382
156.0,Zimbabwe,21.0,8.0,4.182789796963437,14.09839683501033,27.90160316498967
159.0,Burundi,20.0,5.0,3.650879089573072,13.976049502204432,26.023950497795568
159.0,Syria,20.0,4.0,5.3121906321815855,11.234885456900384,28.765114543099614
161.0,Angola,19.0,6.0,1.7141685465310623,16.171621898223748,21.828378101776252
161.0,Guinea-Bissau,19.0,4.0,2.36721448858789,15.094096093829982,22.905903906170018
161.0,Haiti,19.0,5.0,2.8572886368515156,14.285473749194999,23.714526250805
161.0,Venezuela,19.0,7.0,1.693653247401649,16.20547214178728,21.79452785821272
161.0,Yemen,19.0,6.0,2.3723519152826658,15.085619339783602,22.9143806602164
166.0,Eritrea,18.0,4.0,7.906094234804485,4.954944512572601,31.045055487427398
166.0,Libya,18.0,5.0,2.81220268605562,13.359865568008228,22.640134431991772
166.0,Uzbekistan,18.0,6.0,2.544303752498404,13.801898808377633,22.198101191622367
169.0,Turkmenistan,17.0,3.0,2.851011531734162,12.295830972638633,21.704169027361367
170.0,Iraq,16.0,4.0,2.3744578432950796,12.082144558563119,19.91785544143688
171.0,South Sudan,15.0,3.0,2.351695077920661,11.11970312143091,18.88029687856909
172.0,Afghanistan,12.0,4.0,1.2886908852741683,9.873660039297622,14.126339960702378
173.0,Sudan,11.0,6.0,3.5463602295490304,5.1485056212441,16.851494378755902
174.0,Korea (North),8.0,3.0,3.3503719936227245,2.471886210522505,13.528113789477494
174.0,Somalia,8.0,4.0,2.3405133153713513,4.13815302963727,11.86184697036273
